[22:56:37] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[22:56:37] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[22:56:37] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[22:56:37] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[22:56:37] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2860 for Minecraft 1.12.2 loading
[22:56:37] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_202, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_202
[22:56:37] [main/DEBUG] [FML]: Java classpath at launch is:
[22:56:37] [main/DEBUG] [FML]:     forge-1.12.2-14.23.5.2860.jar
[22:56:37] [main/DEBUG] [FML]: Java library path at launch is:
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\Sun\Java\bin
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\system32
[22:56:37] [main/DEBUG] [FML]:     C:\Windows
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\system32
[22:56:37] [main/DEBUG] [FML]:     C:\Windows
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\System32\Wbem
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\System32\WindowsPowerShell\v1.0\
[22:56:37] [main/DEBUG] [FML]:     C:\Windows\System32\OpenSSH\
[22:56:37] [main/DEBUG] [FML]:     C:\Program Files\Git\cmd
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Programs\Python\Python312\Scripts\
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Programs\Python\Python312\
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Microsoft\WindowsApps
[22:56:37] [main/DEBUG] [FML]:     C:\Users\frank\AppData\Local\Programs\Microsoft VS Code\bin
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy Twigs-1.20.1-3.1.0.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in Twigs-1.20.1-3.1.0.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy twilightdelight-2.0.13.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in twilightdelight-2.0.13.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy twilightforest-1.20.1-4.3.2508-universal.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in twilightforest-1.20.1-4.3.2508-universal.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy ucrashedlol-0.0.3+1.20.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in ucrashedlol-0.0.3+1.20.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy umbral_skies-1.3.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in umbral_skies-1.3.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy Underneath-1.4.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in Underneath-1.4.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy v_slab_compat-1.20-2.4.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in v_slab_compat-1.20-2.4.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy VariedCommodities_1.12.2-(31Mar23).jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in VariedCommodities_1.12.2-(31Mar23).jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy veinmining-forge-1.5.0+1.20.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in veinmining-forge-1.5.0+1.20.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy VerticallyStackedDimensions-1.12.2-0.1.9.jar
[22:56:39] [main/WARN] [FML]: Found FMLCorePluginContainsFMLMod marker in VerticallyStackedDimensions-1.12.2-0.1.9.jar. This is not recommended, @Mods should be in a separate jar from the coremod.
[22:56:39] [main/DEBUG] [FML]: Instantiating coremod class CorePlugin
[22:56:39] [main/TRACE] [FML]: coremod named Vertically Stacked Dimensions ASM is loading
[22:56:39] [main/DEBUG] [FML]: The coremod cd4017be.dimstack.asm.CorePlugin requested minecraft version 1.12.2 and minecraft is 1.12.2. It will be loaded.
[22:56:39] [main/WARN] [FML]: The coremod Vertically Stacked Dimensions ASM (cd4017be.dimstack.asm.CorePlugin) is not signed!
[22:56:39] [main/DEBUG] [FML]: Enqueued coremod Vertically Stacked Dimensions ASM
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy villagernames-1.20.1-8.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in villagernames-1.20.1-8.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy VillagersPlus_3.1_(FORGE)_for_1.20.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in VillagersPlus_3.1_(FORGE)_for_1.20.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy villagesandpillages-forge-mc1.20.1-1.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in villagesandpillages-forge-mc1.20.1-1.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy visuality-forge-2.0.2.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in visuality-forge-2.0.2.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy VisualWorkbench-v8.0.0-1.20.1-Forge.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in VisualWorkbench-v8.0.0-1.20.1-Forge.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy voidtotem-forge-1.20-3.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in voidtotem-forge-1.20-3.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy watut-forge-1.20.1-1.1.3.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in watut-forge-1.20.1-1.1.3.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy waystones-forge-1.20-14.1.6.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in waystones-forge-1.20-14.1.6.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy Waystones_1.12.2-4.1.0.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in Waystones_1.12.2-4.1.0.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy WearableBackpacks-RLCraft-1.12.2-3.2.6.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in WearableBackpacks-RLCraft-1.12.2-3.2.6.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy whatareyouvotingfor2023-1.20.1-1.2.5.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in whatareyouvotingfor2023-1.20.1-1.2.5.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy wither_spawn_fix-1.0.0.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in wither_spawn_fix-1.0.0.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy WolfArmorAndStorage-3.8.1+1.12.2.alpha.1-SNAPSHOT-signed.jar
[22:56:39] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from WolfArmorAndStorage-3.8.1+1.12.2.alpha.1-SNAPSHOT-signed.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy Xaeros_Minimap_24.5.0_Forge_1.20.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in Xaeros_Minimap_24.5.0_Forge_1.20.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy XaerosWorldMap_1.39.0_Forge_1.20.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in XaerosWorldMap_1.39.0_Forge_1.20.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy XPFromHarvest-1.12.2-1.2.0.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in XPFromHarvest-1.12.2-1.2.0.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy xptome-1.12.2-v1.1.6.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in xptome-1.12.2-v1.1.6.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy xptome-1.20.1-2.2.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in xptome-1.20.1-2.2.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YouShallNotSpawn-forge-1.20.x-2.0.2.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YouShallNotSpawn-forge-1.20.x-2.0.2.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsApi-1.20-Forge-4.0.6.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsApi-1.20-Forge-4.0.6.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterDungeons-1.20-Forge-4.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterDungeons-1.20-Forge-4.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterEndIsland-1.20-Forge-2.0.6.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterEndIsland-1.20-Forge-2.0.6.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterJungleTemples-1.20-Forge-2.0.5.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterJungleTemples-1.20-Forge-2.0.5.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterMineshafts-1.20-Forge-4.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterMineshafts-1.20-Forge-4.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterStrongholds-1.20-Forge-4.0.3.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterStrongholds-1.20-Forge-4.0.3.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBetterWitchHuts-1.20-Forge-3.0.3.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBetterWitchHuts-1.20-Forge-3.0.3.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsBridges-1.20-Forge-4.0.3.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsBridges-1.20-Forge-4.0.3.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsCaveBiomes-1.20.1-Forge-2.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsCaveBiomes-1.20.1-Forge-2.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy YungsLaw-1.12.2-1.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in YungsLaw-1.12.2-1.0.4.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy Zeta-1.0-24.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in Zeta-1.0-24.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy DynamicSurroundingsHuds-1.12.2-3.6.0.0.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in DynamicSurroundingsHuds-1.12.2-3.6.0.0.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy mcjtytools-0.0.21.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in mcjtytools-0.0.21.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy Kiwi-1.12.2-0.5.3.32.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in Kiwi-1.12.2-0.5.3.32.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy llibrary-core-1.0.11-1.12.2.jar
[22:56:39] [main/TRACE] [FML]: Adding llibrary-core-1.0.11-1.12.2.jar to the list of known coremods, it will not be examined again
[22:56:39] [main/DEBUG] [FML]: Instantiating coremod class LLibraryPlugin
[22:56:39] [main/TRACE] [FML]: coremod named llibrary is loading
[22:56:39] [main/DEBUG] [FML]: The coremod net.ilexiconn.llibrary.server.core.plugin.LLibraryPlugin requested minecraft version 1.12.2 and minecraft is 1.12.2. It will be loaded.
[22:56:39] [main/DEBUG] [FML]: Found signing certificates for coremod llibrary (net.ilexiconn.llibrary.server.core.plugin.LLibraryPlugin)
[22:56:39] [main/DEBUG] [FML]: Found certificate b9f30a813bee3b9dd5652c460310cfcd54f6b7ec
[22:56:39] [main/DEBUG] [FML]: Enqueued coremod llibrary
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy llibrary-1.7.20-1.12.2.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in llibrary-1.7.20-1.12.2.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy OreLib-1.12.2-3.6.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Not found coremod data in OreLib-1.12.2-3.6.0.1.jar
[22:56:39] [main/DEBUG] [FML]: Examining for coremod candidacy phosphor-1.12.2-0.2.6+build50-universal.jar
[22:56:39] [main/INFO] [FML]: Loading tweaker org.spongepowered.asm.launch.MixinTweaker from phosphor-1.12.2-0.2.6+build50-universal.jar
[22:56:39] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLInjectionAndSortingTweaker
[22:56:39] [main/INFO] [LaunchWrapper]: Loading tweak class name net.jan.moddirector.launchwrapper.ModDirectorTweaker
[22:56:39] [main/WARN] [ModDirector[CORE]]: Successfully replaced CA certificates with updated ones!
[22:56:39] [main/INFO] [ModDirector[CORE]]: Mod director loaded!
[22:56:39] [main/DEBUG] [ModDirector/SideDetermination[Launchwrapper]]: Trying to determine side...
[22:56:39] [main/DEBUG] [ModDirector/SideDetermination[Launchwrapper]]: Unable to find minecraft client main class, assuming we are running on a server!
[22:56:39] [main/INFO] [ModDirector/Tweaker[Launchwrapper]]: ModDirector bootstrapped from Launchwrapper!
[22:56:39] [main/INFO] [LaunchWrapper]: Loading tweak class name org.spongepowered.asm.launch.MixinTweaker
[22:56:39] [main/DEBUG] [mixin]: Mixin bootstrap service org.spongepowered.asm.service.modlauncher.MixinServiceModLauncherBootstrap is not available: ModLauncher is not available
[22:56:39] [main/DEBUG] [mixin]: MixinService [LaunchWrapper] was successfully booted in sun.misc.Launcher$AppClassLoader@4aa298b7
[22:56:39] [main/INFO] [mixin]: SpongePowered MIXIN Subsystem Version=0.8 Source=file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar Service=LaunchWrapper Env=SERVER
[22:56:39] [main/DEBUG] [mixin]: Error cleaning class output directory: .mixin.out\class: failed to delete one or more files; see suppressed exceptions for details
[22:56:39] [main/DEBUG] [mixin]: Adding new mixin transformer proxy #1
[22:56:39] [main/DEBUG] [mixin]: Initialising Mixin Platform Manager
[22:56:39] [main/DEBUG] [mixin]: Adding mixin platform agents for container ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: Instancing new MixinPlatformAgentFMLLegacy for ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: MixinPlatformAgentFMLLegacy rejected container ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: Instancing new MixinPlatformAgentLiteLoaderLegacy for ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: MixinPlatformAgentLiteLoaderLegacy rejected container ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: Instancing new MixinPlatformAgentDefault for ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: MixinPlatformAgentDefault accepted container ContainerHandleURI(file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar)
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/forge-1.12.2-14.23.5.2860.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/!mod-director-launchwrapper-1.8.3.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%5B___MixinCompat-1.1-1.12.2___%5D.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/_MixinBootstrap-1.1.0.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/%60FermiumBooter-1.1.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/BedBreakBegone-1.0.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/betterbiomeblend-1.12.2-1.1.7-forge.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/BHMenu-Forge-1.12.2-2.4.3.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Bloodmoon-MC1.12.2-1.5.3.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Born%20In%20A%20Barn%201.8-1.12-1.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Charm-1.12.2-1.4.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/ChunkAnimator-1.12.2-1.2.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/ContentCreator-1.3.7-fix2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/CreativeCore_v1.10.71_mc1.12.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/DynamicSurroundings-1.12.2-3.6.2.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/EditableEdibles-1.3.0.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/fancymenu_forge_2.14.9_MC_1.12-1.12.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/fermiumasm-5.23.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/foamfix-0.10.15-1.12.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/ForgeEndertech-1.12.2-4.5.6.1-build.0648.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Forgelin-1.8.4.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/framevoidpatch-1.0.0.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Ice%20and%20Fire-2.0.5.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/InventoryTweaks-1.64+dev.151.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/ItemPhysic_Full_1.4.37_mc1.12.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/IvToolkit-1.3.3-1.12.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/konkrete_forge_1.6.1_MC_1.12-1.12.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/konkrete_forge_1.8.0_MC_1.20-1.20.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/librarianlib-1.12.2-4.22.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Locks-1.12.2-3.0.0.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/MaterialTweaker-1.1.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/MultiMine-1.12.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/1.12.2/OTG-Core.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/particleculling-1.12.2-v1.4.3.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Quark-r1.6-179.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/ReachFix-1.12.2-1.0.10.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/RealBench-1.12.2-1.3.3.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/Reskillable-1.12.2-1.13.0.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/ResourceLoader-MC1.12.1-1.5.3.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/RLCombat-1.12.2-2.2.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/RLFoliage-MC1.12-2.4.2.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/RLMixins-1.3.13.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/RLTweaker-1.12.2-0.6.5.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/SereneSeasons-1.12.2-1.2.18-universal.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/SimpleDifficulty-1.12.2-0.3.9.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/SnowRealMagic-1.12.2-0.7.1.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/SoManyEnchantments-0.5.5.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/spark-unforged-1.11.2-forge.jar for mixin tweaker
[22:56:39] [main/DEBUG] [mixin]: Scanning file:/C:/Users/frank/OneDrive/Desktop/mc-server-share-mod1/server1.20.4/./mods/SpartanWeaponry-1.12.2-1.6.0.jar for mixin tweaker
